symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
BHARATRAS,bharatrasayan,BR01,291.77,29.24,23.05,10.02,327.40,46.62,38.61,14.24,444.78,80.07,64.54,18.0,335.44,63.43,45.88,18.91,269.13,34.27,26.88,12.73,251.80,52.16,39.83,20.71,269.81,59.07,47.22,21.89,222.04,44.12,35.23,19.87,318.46,51.17,35.32,16.07,281.69,59.41,46.70,21.09,,,,,223.99,36.59,25.07,16.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRNL,bharatroadnetwork,BRN,66.62,30.55,-8.83,45.86,68.18,40.74,8.85,59.75,43.77,14.09,-160.70,32.19,70.92,36.49,-10.50,51.45,56.96,1.53,-34.61,2.69,44.76,-7.40,-45.53,-16.53,61.27,-61.40,-38.10,-100.21,64.33,42.04,-7.31,65.35,50.36,14.84,-32.79,29.47,33.57,11.86,-39.86,35.33,46.91,17.17,-42.65,36.6,77.47,47.46,12.27,61.26,86.63,41.21,-1.25,47.57,88.22,41.52,13.71,47.06,106.32,26.74,-10.94,25.15,83.69,20.39,-2.50,24.36,76.08,14.62,-7.39,19.22,135.32,79.91,-0.32,59.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTIARTL,bhartiairtel,BA08,34526.80,8647.00,2622.20,25.04,32804.60,7748.00,2306.00,23.62,31500.30,7457.70,3001.40,23.68,29866.60,6155.60,1034.60,20.61,28326.40,5563.30,1399.30,19.64,26853.60,6317.00,1436.10,23.52,25747.30,4830.00,983.60,18.76,26517.80,4549.90,1570.70,17.16,25785.00,4220.90,8.40,16.37,23938.70,3181.10,-15357.80,13.29,23722.70,3293.20,-4885.50,13.88,21947.10,2609.60,-312.60,11.89,21131.30,1902.10,-23145.60,9.0,20737.90,1670.20,-2299.10,8.05,20602.20,1132.30,539.30,5.5,20519.20,673.60,392.40,3.28,20147.80,887.70,85.90,4.41,19799.20,1576.60,314.30,7.96,,,,,,,,,19634.30,2012.00,235.40,10.25,20318.60,2631.10,335.10,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIL,bhartiyainternational,BI06,233.72,20.89,9.73,8.94,226.19,10.85,3.05,4.8,156.57,5.55,1.11,3.54,208.36,-4.99,2.36,-2.39,214.55,7.99,13.47,3.72,114.03,3.12,-1.82,2.74,142.74,2.43,-1.70,1.7,135.56,9.62,5.54,7.1,206.32,30.36,19.74,14.72,63.77,-20.52,-20.89,-32.18,127.20,7.04,1.04,5.53,176.59,7.88,2.59,4.46,246.50,22.82,16.75,9.26,170.41,11.92,4.37,6.99,144.18,5.72,1.67,3.97,215.01,12.45,3.45,5.79,245.13,20.88,9.39,8.52,143.68,8.01,4.45,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHEL,bharatheavyelectricals,BHE,5202.57,-302.53,1.96,-5.82,4672.00,-236.62,-201.37,-5.06,8061.68,1065.95,901.14,13.22,5135.90,15.09,7.12,0.29,5112.19,-72.78,-57.59,-1.42,2901.32,-586.80,-456.38,-20.23,7170.47,-1394.98,-1045.46,-19.45,4203.04,-293.25,-236.12,-6.98,3695.96,-748.56,-564.47,-20.25,1990.90,-1177.75,-897.79,-59.16,5049.81,-713.95,-1535.26,-14.14,5459.24,212.19,151.90,3.89,6030.16,145.77,113.60,2.42,4411.09,-384.65,-224.31,-8.72,9838.35,1261.54,680.21,12.82,7120.37,105.96,187.23,1.49,6612.43,185.60,178.63,2.81,5796.70,109.09,148.69,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGBLOC,bigblocconstruction,BC19,48.48,12.38,8.47,25.54,55.54,10.73,8.43,19.32,52.99,9.22,7.48,17.4,52.75,5.80,4.24,11.0,41.23,4.64,3.14,11.25,28.25,1.60,1.22,5.66,39.53,4.69,3.46,11.86,34.65,2.72,1.59,7.85,21.79,1.03,0.17,4.73,6.81,-1.70,-2.74,-24.96,29.70,1.63,1.24,5.49,30.70,1.43,0.42,4.66,28.77,1.25,0.56,4.34,29.62,1.26,0.23,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIMETAL,bimetalbearings,BB04,61.75,3.17,3.72,5.13,53.91,1.05,1.32,1.95,54.50,2.34,2.21,4.29,53.63,-0.60,0.01,-1.12,49.66,-0.15,0.68,-0.3,39.14,0.08,0.80,0.2,53.65,0.97,2.90,1.81,51.90,1.67,2.30,3.22,37.13,1.51,1.80,4.07,15.79,-5.47,-3.05,-34.64,36.62,1.10,3.78,3.0,29.92,-2.12,-0.77,-7.09,35.81,-4.01,-2.89,-11.2,46.77,-0.64,0.81,-1.37,48.93,2.06,1.32,4.21,51.91,1.76,2.48,3.39,53.94,3.32,2.86,6.15,51.63,4.25,3.65,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,biocon,BL03,2319.70,239.90,110.10,10.34,2139.50,181.90,210.40,8.5,2408.80,379.70,336.90,15.76,2174.20,282.50,266.80,12.99,1840.40,244.30,210.30,13.27,1760.60,194.50,164.50,11.05,1838.70,251.50,365.90,13.68,1851.00,213.20,187.40,11.52,1744.80,213.70,200.40,12.25,1671.30,246.50,171.40,14.75,1581.00,166.20,167.50,10.51,1748.10,300.20,233.50,17.17,1572.20,271.20,263.20,17.25,1465.90,313.30,235.60,21.37,1528.80,283.20,254.60,18.52,1540.80,264.00,230.70,17.13,1321.00,227.40,378.60,17.21,1123.80,138.70,137.80,12.34,,,,,,,,,1169.50,137.70,147.60,11.77,1057.90,124.30,107.40,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLACABLE,birlacable,BEO,199.34,14.20,9.13,7.12,147.86,5.32,2.88,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLACORPN,birlacorporation,BC07,1999.83,-31.44,-56.46,-1.57,2203.76,144.78,61.92,6.57,2264.21,177.02,111.08,7.82,1750.06,121.75,60.45,6.96,1697.84,169.10,85.55,9.96,1749.11,245.20,141.51,14.02,2132.61,291.49,249.33,13.67,1776.62,238.98,148.42,13.45,1654.25,290.89,166.62,17.58,1221.97,145.45,65.77,11.9,1689.97,255.25,194.73,15.1,1715.05,206.25,81.49,12.03,1626.86,224.15,88.34,13.78,1883.81,298.41,140.62,15.84,1872.76,226.63,128.19,12.1,1556.93,123.56,27.36,7.94,1464.56,98.58,16.29,6.73,1655.75,160.72,83.86,9.71,,,,,,,,,1650.56,167.10,131.12,10.12,1389.32,56.44,-21.84,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSOFT,birlasoft,KPI02,1192.08,155.68,115.05,13.06,1154.41,150.15,120.72,13.01,1101.44,154.57,132.90,14.03,1071.91,144.00,113.97,13.43,1011.69,132.42,103.13,13.09,945.32,132.62,113.64,14.03,902.86,134.60,98.98,14.91,880.78,124.20,96.39,14.1,857.46,98.65,69.12,11.5,914.63,91.41,56.35,9.99,907.07,95.36,69.05,10.51,833.29,87.37,72.68,10.48,773.42,65.07,40.83,8.41,777.19,56.51,41.80,7.27,788.29,49.11,66.06,6.23,563.70,54.91,64.93,9.74,603.55,76.88,82.57,12.74,595.13,75.62,78.60,12.71,,,,,,,,,966.43,84.19,83.85,8.71,912.77,78.55,61.90,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLKASHYAP,blkashyapsons,BLK,292.70,18.16,5.74,6.2,288.59,29.42,11.73,10.19,324.25,2.30,18.40,0.71,277.82,23.70,5.80,8.53,314.16,32.51,13.53,10.35,241.28,21.44,6.21,8.89,292.26,18.57,-36.58,6.35,240.34,22.11,3.82,9.2,164.36,12.44,-22.99,7.57,65.29,-1.25,-2.66,-1.91,229.83,-11.76,-25.94,-5.12,191.66,13.12,-4.23,6.85,223.71,4.89,-8.39,2.19,174.49,2.95,-24.23,1.69,153.77,-9.34,-14.78,-6.07,193.37,14.60,0.53,7.55,211.08,19.28,1.07,9.13,211.03,20.27,6.90,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBOX,blackbox,AGC,1562.24,15.78,-22.60,1.01,1371.69,27.81,15.42,2.03,1442.25,54.94,15.72,3.81,1387.41,43.32,15.38,3.12,1345.29,30.52,10.50,2.27,1199.13,32.99,31.12,2.75,1188.20,71.06,-13.91,5.98,1241.07,74.63,46.24,6.01,1217.89,77.57,41.43,6.37,993.86,32.90,4.33,3.31,1249.69,78.36,41.22,6.27,1257.69,82.41,-49.16,6.55,1258.67,60.14,35.50,4.78,1227.87,48.59,13.56,3.96,1233.02,5.36,-98.02,0.43,234.69,11.78,8.83,5.02,196.72,8.67,4.64,4.41,188.31,6.11,5.78,3.24,,,,,,,,,209.37,18.71,8.72,8.94,194.40,10.26,3.52,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLISSGVS,blissgvspharma,BGV,172.43,19.94,16.00,11.56,188.66,34.30,27.48,18.18,167.06,15.90,23.47,9.52,216.26,29.73,-48.53,13.75,195.99,25.11,22.06,12.81,168.15,30.27,26.13,18.0,132.05,12.62,8.15,9.56,164.06,33.92,27.56,20.68,151.54,27.69,21.61,18.27,129.55,15.19,16.65,11.73,119.80,12.51,5.57,10.44,147.85,29.97,25.45,20.27,210.12,21.97,30.86,10.46,211.53,46.19,33.37,21.84,244.05,29.74,18.79,12.19,220.43,41.35,27.23,18.76,225.29,39.19,41.67,17.4,202.34,38.43,38.98,18.99,,,,,,,,,165.32,32.66,-13.72,19.76,194.41,41.50,25.98,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLS,blsinternationalservices,BLS,356.84,52.80,50.99,14.8,272.82,28.89,30.70,10.59,253.84,32.65,35.20,12.86,227.06,23.96,28.29,10.55,190.46,26.04,27.46,13.67,178.53,17.02,20.25,9.53,144.56,7.63,22.98,5.28,150.44,10.93,14.27,7.27,131.23,10.80,13.88,8.23,52.14,0.89,-0.80,1.71,151.24,4.42,8.26,2.92,204.35,17.61,21.25,8.62,203.59,25.38,0.96,12.47,226.96,23.84,21.91,10.5,236.44,6.34,16.67,2.68,184.02,6.83,21.48,3.71,182.10,31.66,32.99,17.39,201.26,44.56,34.03,22.14,,,,,,,,,204.63,24.33,20.08,11.89,202.80,27.93,20.61,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUEDART,bluedartexpress,BDE,1325.28,141.86,93.64,10.7,1293.31,176.56,118.79,13.65,1165.91,199.28,136.97,17.09,1254.75,170.58,123.42,13.59,1123.61,174.50,90.55,15.53,866.22,60.06,31.27,6.93,968.28,140.43,90.00,14.5,1037.12,137.03,95.32,13.21,866.57,116.91,42.33,13.49,416.16,-138.08,-125.84,-33.18,726.30,-3.01,-30.57,-0.41,857.86,53.55,-31.92,6.24,802.17,43.48,14.64,5.42,788.80,32.83,5.99,4.16,781.55,25.51,12.24,3.26,857.66,55.82,32.02,6.51,800.16,36.71,22.53,4.59,735.03,39.50,22.97,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.99,18.03,10.82,13.87,,,,,,,,,,,,,,,,,,,,,,,,
BLUESTARCO,bluestar,BS,1576.24,61.12,42.69,3.88,1970.32,101.27,74.82,5.14,2247.58,119.90,75.60,5.33,1506.22,68.14,47.21,4.52,1239.74,50.27,31.22,4.05,1052.04,22.18,12.88,2.11,1611.56,76.96,67.11,4.78,1123.89,55.65,35.86,4.95,902.12,34.45,15.04,3.82,626.02,-19.54,-19.95,-3.12,1299.36,13.63,8.38,1.05,1235.91,34.70,19.70,2.81,1249.47,66.79,37.16,5.35,1575.45,106.62,75.44,6.77,1595.84,98.44,77.55,6.17,1098.97,24.09,13.20,2.19,1032.20,41.16,23.86,3.99,1507.83,120.59,94.51,8.0,,,,,,,,,1475.88,71.93,51.76,4.87,981.30,35.49,21.00,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUESTINFO,bluestarinfotech,BSI05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.17,6.31,6.40,8.51,74.29,7.02,7.81,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.70,3.71,0.24,5.82,69.64,5.07,5.04,7.28,66.58,5.63,4.75,8.46,64.21,6.31,5.59,9.83,64.46,2.72,3.10,4.22,78.80,7.32,5.18,9.29,67.37,3.53,3.51,5.24,67.17,2.60,3.15,3.87,56.88,3.89,4.08,6.84,51.02,-1.12,0.61,-2.2,47.37,1.68,2.14,3.55,49.24,-0.10,1.35,-0.2,39.48,-0.72,0.90,-1.82,29.10,1.15,0.82,3.95,40.25,-0.65,1.56,-1.61,28.31,1.17,1.69,4.13,28.32,-1.50,-0.50,-5.3,30.11,1.01,-0.08,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BODALCHEM,bodalchemicals,BC15,395.73,19.87,10.27,5.02,458.95,37.50,22.53,8.17,597.30,41.85,28.84,7.01,561.81,56.75,20.05,10.1,469.71,38.76,23.58,8.25,421.81,39.24,28.80,9.3,432.73,38.39,21.74,8.87,366.15,31.06,27.17,8.48,309.74,15.10,11.03,4.88,117.82,-28.23,-19.95,-23.96,368.47,32.52,26.07,8.83,326.36,15.97,12.85,4.89,307.71,19.07,21.27,6.2,372.28,42.29,26.43,11.36,344.26,38.05,29.37,11.05,334.31,50.18,28.47,15.01,393.21,67.45,45.03,17.15,351.72,59.21,39.32,16.83,,,,,,,,,293.24,54.76,39.52,18.67,307.22,46.00,30.43,14.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BODHTREE,bodhtreeconsulting,BC17,7.44,-1.65,-0.89,-22.18,7.05,-0.70,0.12,-9.93,49.84,1.58,2.71,3.17,24.26,-3.94,-4.11,-16.24,,,,,,,,,47.03,1.83,8.99,3.89,33.03,2.31,1.35,6.99,37.92,1.98,1.26,5.22,27.62,1.88,1.12,6.81,62.76,-7.46,0.25,-11.89,31.16,2.84,1.89,9.11,18.95,1.95,1.53,10.29,28.55,2.07,0.47,7.25,60.13,6.37,3.59,10.59,20.69,2.96,0.89,14.31,12.77,1.32,1.27,10.34,22.76,2.50,2.08,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
