symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
STERTOOLS,sterlingtools,ST,178.60,17.03,16.60,9.54,173.88,14.08,9.58,8.1,169.43,10.19,6.88,6.01,121.45,8.99,5.79,7.4,127.80,13.63,10.17,10.67,89.26,4.77,3.31,5.34,126.49,13.14,10.80,10.39,111.17,15.76,11.45,14.18,95.21,15.25,10.76,16.02,20.27,-11.07,-8.99,-54.61,85.83,7.22,10.14,8.41,84.86,7.46,4.95,8.79,89.24,8.90,7.24,9.97,104.31,13.06,8.78,12.52,118.30,11.13,7.38,9.41,123.28,12.98,8.30,10.53,139.35,22.09,15.25,15.85,131.27,20.67,14.06,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.76,7.00,3.48,8.36,72.25,8.08,4.18,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWSOLAR,sterlingwilsonrenewableenergy,SWS,312.69,-373.49,-298.71,-119.44,1206.93,-347.33,-355.99,-28.78,1071.03,-128.06,-126.61,-11.96,1494.86,-395.57,-428.78,-26.46,1438.42,-297.73,-284.35,-20.7,1194.63,-106.79,-76.02,-8.94,1364.54,-429.32,-344.80,-31.46,1311.73,10.56,22.45,0.81,1336.63,0.63,15.09,0.05,1067.90,12.69,17.22,1.19,2060.63,130.14,128.58,6.32,1076.38,6.11,50.28,0.57,1193.33,90.80,79.41,7.61,1244.95,62.89,46.01,5.05,2323.69,329.64,294.80,14.19,1644.01,185.16,188.50,11.26,2472.51,27.21,58.36,1.1,1798.62,92.29,96.57,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STLTECH,sterlitetechnologies,ST20,1768.00,91.00,38.00,5.15,1575.00,32.00,-24.00,2.03,1581.97,-0.30,-22.23,-0.02,1355.53,-140.75,-140.04,-10.38,1507.53,188.35,106.70,12.49,1309.23,162.01,98.26,12.37,1475.01,195.25,107.07,13.24,1314.44,161.86,85.97,12.31,1159.53,120.79,55.20,10.42,876.20,47.49,2.26,5.42,1160.06,139.20,73.81,12.0,1202.66,171.34,49.99,14.25,1359.69,213.47,157.77,15.7,1431.99,255.04,142.87,17.81,1791.16,265.26,163.17,14.81,1334.87,242.68,147.61,18.18,1084.34,224.13,138.53,20.67,876.89,200.10,128.48,22.82,,,,,,,,,846.64,167.85,119.16,19.83,835.18,156.90,99.20,18.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGL,stlglobal,STL05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78,7.32,3.22,9.66,,,,,,,,,69.02,6.11,0.73,8.85,65.72,6.62,3.23,10.07,60.46,6.43,3.38,10.64,,,,,,,,,,,,
STOVEKRAFT,stovekraft,SK03,,,,,,,,,,,,,,,,,,,,,,,,,235.44,21.59,19.21,9.17,294.68,38.95,33.47,13.22,,,,,,,,,154.00,-4.81,-10.25,-3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,stridespharmascience,SA10,897.10,36.43,63.74,4.06,940.07,-0.25,-78.94,-0.03,866.02,-18.51,72.60,-2.14,794.39,-59.37,-102.38,-7.47,721.47,-70.13,-144.61,-9.72,688.37,-105.12,-189.04,-15.27,908.49,105.38,63.57,11.6,832.02,108.09,62.07,12.99,793.56,109.30,107.11,13.77,781.80,105.77,122.80,13.53,618.64,19.70,-161.79,3.18,732.44,138.80,115.72,18.95,715.09,105.67,163.16,14.78,685.80,78.03,20.72,11.38,616.18,63.11,65.02,10.24,794.50,86.42,303.39,10.88,519.61,13.12,2.84,2.52,472.69,15.50,4.41,3.28,,,,,,,,,664.15,42.18,581.92,6.35,749.04,83.80,88.45,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STYLAMIND,stylamindustries,GL02,246.34,33.58,24.21,13.63,234.99,29.56,20.95,12.58,179.69,14.25,16.58,7.93,168.71,18.92,15.62,11.21,171.95,18.52,15.03,10.77,130.84,20.54,13.89,15.7,166.50,25.37,23.48,15.24,124.05,18.62,12.47,15.01,114.98,18.96,13.74,16.49,70.31,9.20,5.57,13.08,105.07,12.50,-9.23,11.9,126.28,15.66,11.24,12.4,118.11,13.89,7.69,11.76,112.70,12.83,6.53,11.38,124.78,16.25,8.59,13.02,119.57,17.05,11.31,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUASHDIMON,suashishdiamonds,SD03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.80,18.51,18.23,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBEXLTD,subex,S15,74.50,-3.44,-4.90,-4.62,83.26,-1.90,5.54,-2.28,78.80,-1.47,0.61,-1.87,87.74,5.51,2.08,6.28,86.30,7.44,4.82,8.62,80.60,13.78,13.48,17.1,96.16,20.92,15.60,21.76,93.88,16.11,8.71,17.16,93.29,21.75,12.25,23.31,88.70,25.94,15.16,29.24,104.27,34.54,31.99,33.13,96.09,14.24,-312.72,14.82,85.67,17.13,6.30,20.0,78.95,14.06,5.28,17.81,101.87,20.44,12.90,20.06,82.28,5.13,2.06,6.23,88.06,13.97,6.31,15.86,75.91,8.69,3.95,11.45,,,,,,,,,80.65,7.16,15.04,8.88,86.43,12.66,3.61,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBROS,subros,S07,695.04,11.98,9.54,1.72,708.53,16.74,11.43,2.36,681.09,20.92,16.94,3.07,547.62,13.72,7.42,2.51,529.48,8.80,4.74,1.66,480.45,2.94,3.11,0.61,659.93,39.65,25.57,6.01,603.85,41.45,27.43,6.86,458.10,29.72,17.73,6.49,73.77,-49.16,-24.03,-66.64,458.47,18.85,16.09,4.11,465.61,24.80,13.48,5.33,496.48,21.49,13.60,4.33,572.24,33.60,41.76,5.87,518.07,34.40,16.29,6.64,510.69,37.27,17.17,7.3,564.03,39.31,23.73,6.97,531.69,38.34,19.06,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUDAR,sudarindustries,SG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.53,-28.94,-39.28,-21.35,307.17,26.98,10.67,8.78,,,,,,,,,249.86,32.86,16.42,13.15,273.43,25.88,14.11,9.46,,,,,,,,,145.83,9.44,3.05,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUDARSCHEM,sudarshanchemicalindustries,SCI08,521.36,15.92,4.54,3.05,554.15,15.62,7.08,2.82,622.54,61.28,44.66,9.84,596.65,52.01,36.38,8.72,498.00,31.28,22.76,6.28,473.89,40.97,26.16,8.65,576.54,66.10,53.42,11.46,501.58,57.97,39.16,11.56,423.24,45.80,30.33,10.82,352.29,31.39,18.20,8.91,442.01,32.39,27.31,7.33,416.28,45.14,28.31,10.84,393.51,46.15,46.21,11.73,390.26,45.21,42.71,11.58,399.54,51.94,25.82,13.0,342.73,21.45,17.91,6.26,355.98,30.57,24.61,8.59,354.90,41.97,66.76,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.94,2.44,0.57,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUKHJITS,sukhjitstarchchemicals,SSC02,346.93,28.31,16.06,8.16,361.78,31.15,19.16,8.61,353.02,40.51,22.71,11.48,318.65,36.95,26.53,11.6,278.23,28.03,16.95,10.07,213.03,17.20,9.65,8.07,233.82,15.26,8.88,6.53,178.33,18.47,10.34,10.36,161.67,7.05,2.95,4.36,124.96,1.91,-1.26,1.53,179.25,9.08,4.68,5.07,243.89,10.71,6.09,4.39,186.13,6.07,12.97,3.26,189.90,15.27,9.39,8.04,194.21,28.93,14.30,14.9,197.87,24.26,14.39,12.26,175.35,12.91,6.11,7.36,173.68,12.55,6.38,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMEETINDS,sumeetindustries,SI45,235.50,-32.85,-33.38,-13.95,295.58,0.64,-5.30,0.22,282.62,-11.16,-8.00,-3.95,204.45,-0.40,8.92,-0.2,222.94,8.39,1.87,3.76,183.49,6.05,0.11,3.3,231.59,8.01,12.19,3.46,182.10,4.51,5.62,2.48,107.65,-14.55,-14.71,-13.52,52.52,-9.80,-10.23,-18.66,152.04,-114.00,-113.95,-74.98,167.00,-6.00,-17.44,-3.59,194.41,5.83,-7.15,3.0,193.48,5.71,-0.93,2.95,218.09,-14.86,-66.69,-6.81,175.58,-7.55,-18.92,-4.3,214.13,8.46,-25.65,3.95,259.04,6.74,-5.65,2.6,,,,,,,,,330.17,-35.07,-32.01,-10.62,310.25,26.27,10.62,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMICHEM,sumitomochemicalindialimite,SUMIC54292,1121.67,262.82,201.47,23.43,985.53,176.32,138.13,17.89,665.06,97.50,74.65,14.66,707.18,115.12,88.93,16.28,910.37,203.75,154.22,22.38,782.00,138.74,105.75,17.74,534.28,57.84,54.10,10.83,560.91,66.96,54.15,11.94,902.01,207.60,157.76,23.02,647.70,107.88,79.40,16.66,445.77,29.04,22.91,6.51,523.02,36.00,0.68,6.88,828.31,153.84,129.83,18.57,627.65,73.34,51.28,11.68,372.43,-6.49,-1.12,-1.74,432.15,11.32,1.62,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMITSEC,summitsecurities,SS56,22.80,21.84,15.65,95.79,24.62,16.96,11.93,68.89,7.15,3.50,2.65,48.95,2.19,1.08,0.71,49.32,61.56,60.59,43.82,98.42,5.73,5.04,3.64,87.96,8.57,7.67,5.46,89.5,8.76,8.14,6.49,92.92,4.53,3.56,2.17,78.59,7.11,6.51,4.18,91.56,44.91,34.05,36.46,75.82,1.34,0.45,0.02,33.58,37.22,36.79,36.48,98.84,0.47,-0.97,-0.94,-206.38,77.54,76.83,76.60,99.08,0.60,0.31,0.33,51.67,32.17,31.33,31.14,97.39,2.78,1.47,1.62,52.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,sunpharmaceuticalindustries,SPI,10952.28,2346.60,2260.17,21.43,10643.97,2296.39,2095.85,21.57,9386.08,1783.90,-2222.36,19.01,9814.17,2052.65,2130.80,20.92,9625.93,2099.57,2088.73,21.81,9669.43,2317.86,1408.65,23.97,8431.38,1494.95,848.00,17.73,8781.84,1874.20,1918.11,21.34,8458.77,1694.68,1948.38,20.03,7467.19,1347.59,-2429.81,18.05,8078.03,787.63,494.35,9.75,8038.65,1294.41,1023.71,16.1,7949.19,1316.46,1167.35,16.56,8259.30,1538.48,1501.38,18.63,7044.26,562.74,723.05,7.99,7656.71,1681.84,1459.19,21.97,6846.48,1104.70,-106.97,16.14,7138.83,1205.06,1110.05,16.88,,,,,,,,,6711.01,1228.25,1552.31,18.3,6598.21,1114.06,399.22,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTV,suntvnetwork,STN01,825.65,457.44,407.91,55.4,1219.14,560.75,497.73,46.0,856.85,494.26,405.53,57.68,1060.43,576.78,468.10,54.39,848.67,488.15,398.31,57.52,818.87,449.17,378.71,54.85,802.55,468.93,471.98,58.43,994.14,533.92,445.87,53.71,768.69,405.31,342.43,52.73,611.51,258.18,271.61,42.22,758.13,267.97,249.43,35.35,847.81,446.56,383.73,52.67,825.52,329.27,369.65,39.89,1131.04,531.19,386.89,46.96,917.34,371.47,289.37,40.49,939.32,498.26,350.72,53.04,779.65,479.21,363.91,61.46,1146.23,594.93,414.27,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDARMHLD,sundaramfinanceholdings,SFH,16.82,3.31,-0.10,19.68,18.64,6.68,4.68,35.84,36.51,14.83,16.44,40.62,14.55,0.35,0.51,2.41,14.41,-4.65,-5.99,-32.27,18.43,8.04,6.32,43.62,18.43,6.73,3.82,36.52,13.24,1.70,2.00,12.84,12.63,-0.24,0.82,-1.9,15.11,1.32,3.02,8.74,35.53,20.73,19.10,58.35,18.89,2.77,3.93,14.66,23.82,7.84,7.29,32.91,13.22,-3.29,-1.02,-24.89,33.70,18.34,15.77,54.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDARMFIN,sundaramfinance,SF20,1336.82,975.55,280.97,72.98,1246.03,886.47,257.47,71.14,1271.79,963.84,346.26,75.79,1286.26,894.39,262.87,69.53,1293.19,845.01,214.14,65.34,1257.13,912.29,243.36,72.57,1284.96,895.79,253.94,69.71,1392.00,1074.19,314.51,77.17,1298.71,997.97,237.89,76.84,1271.99,951.92,195.70,74.84,1320.25,924.21,239.31,70.0,1329.54,998.40,236.30,75.09,1049.24,758.14,185.41,72.26,992.73,701.98,144.28,70.71,990.78,734.72,572.86,74.16,2219.74,765.15,202.93,34.47,2138.12,689.31,169.92,32.24,1837.67,637.76,161.17,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDARAM,sundarammultipap,SMP02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.65,-0.61,-0.01,-4.16,18.52,1.30,-0.85,7.02,38.04,3.76,0.74,9.88,32.12,3.98,2.22,12.39,14.16,1.50,0.20,10.59,18.32,2.03,0.92,11.08,34.99,4.39,3.26,12.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNCLAYLTD,sundaramclayton,SC,8962.55,913.79,410.36,10.2,7666.37,739.22,334.92,9.64,6901.63,669.50,312.36,9.7,6915.62,594.50,247.90,8.6,6800.86,604.02,269.49,8.88,4972.54,275.31,-8.71,5.54,6439.57,660.52,304.65,10.26,6374.49,654.16,332.13,10.26,5463.58,505.69,191.59,9.26,2021.09,-74.71,-233.40,-3.7,4340.89,354.43,50.66,8.16,4989.97,496.17,158.86,9.94,5220.75,466.48,263.40,8.94,5307.13,441.42,156.13,8.32,5271.12,399.12,157.61,7.57,5483.52,480.80,188.51,8.77,5824.99,534.31,237.47,9.17,4968.26,390.70,162.56,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
